Distance,Azimuth,Elevations
29.900000,-28.452272,10.442590
29.900000,-27.241539,10.442590
29.900000,-26.030804,10.442590
29.900000,-24.820068,10.442590
29.900000,-23.609335,10.442590
29.900000,-22.398598,10.442590
29.900000,-21.187862,10.442590
29.900000,-19.977129,10.442590
29.900000,-18.766394,10.442590
29.900000,-17.555658,10.442590
29.900000,-16.344923,10.442590
29.900000,-15.134188,10.442590
29.900000,-13.923453,10.442590
29.900000,-12.712718,10.442590
29.900000,-11.501983,10.442590
29.900000,-10.291248,10.442590
29.900000,-9.080513,10.442590
29.900000,-7.869778,10.442590
29.900000,-6.659043,10.442590
29.900000,-5.448308,10.442590
29.900000,-4.237573,10.442590
29.900000,-3.026838,10.442590
29.900000,-1.816103,10.442590
29.900000,-0.605367,10.442590
29.900000,0.605367,10.442590
29.900000,1.816103,10.442590
29.900000,3.026838,10.442590
29.900000,4.237573,10.442590
29.900000,5.448308,10.442590
29.900000,6.659043,10.442590
29.900000,7.869778,10.442590
29.900000,9.080513,10.442590
29.900000,10.291248,10.442590
29.900000,11.501983,10.442590
29.900000,12.712718,10.442590
29.900000,13.923453,10.442590
29.900000,15.134188,10.442590
29.900000,16.344923,10.442590
29.900000,17.555658,10.442590
29.900000,18.766394,10.442590
29.900000,19.977129,10.442590
29.900000,21.187862,10.442590
29.900000,22.398598,10.442590
29.900000,23.609335,10.442590
29.900000,24.820068,10.442590
29.900000,26.030804,10.442590
29.900000,27.241539,10.442590
29.900000,28.452272,10.442590
29.900000,29.965693,10.442590
29.900000,-29.663010,11.047957
29.900000,-28.452272,11.047957
29.900000,-27.241539,11.047957
29.900000,-26.030804,11.047957
29.900000,-24.820068,11.047957
29.900000,-23.609335,11.047957
29.900000,-22.398598,11.047957
29.900000,-21.187862,11.047957
29.900000,-19.977129,11.047957
29.900000,-18.766394,11.047957
29.900000,-17.555658,11.047957
29.900000,-16.344923,11.047957
29.900000,-15.134188,11.047957
29.900000,-13.923453,11.047957
29.900000,-12.712718,11.047957
29.900000,-11.501983,11.047957
29.900000,-10.291248,11.047957
29.900000,-9.080513,11.047957
29.900000,-7.869778,11.047957
29.900000,-6.659043,11.047957
29.900000,-5.448308,11.047957
29.900000,-4.237573,11.047957
29.900000,-3.026838,11.047957
29.900000,-1.816103,11.047957
29.900000,-0.605367,11.047957
29.900000,0.605367,11.047957
29.900000,1.816103,11.047957
29.900000,3.026838,11.047957
29.900000,4.237573,11.047957
29.900000,5.448308,11.047957
29.900000,6.659043,11.047957
29.900000,7.869778,11.047957
29.900000,9.080513,11.047957
29.900000,10.291248,11.047957
29.900000,11.501983,11.047957
29.900000,12.712718,11.047957
29.900000,13.923453,11.047957
29.900000,15.134188,11.047957
29.900000,16.344923,11.047957
29.900000,17.555658,11.047957
29.900000,18.766394,11.047957
29.900000,19.977129,11.047957
29.900000,21.187862,11.047957
29.900000,22.398598,11.047957
29.900000,23.609335,11.047957
29.900000,24.820068,11.047957
29.900000,26.030804,11.047957
29.900000,27.241539,11.047957
29.900000,28.452272,11.047957
29.900000,29.965693,11.047957
29.900000,-29.663010,11.653325
29.900000,-28.452272,11.653325
29.900000,-27.241539,11.653325
29.900000,-26.030804,11.653325
29.900000,-24.820068,11.653325
29.900000,-23.609335,11.653325
29.900000,-22.398598,11.653325
29.900000,-21.187862,11.653325
29.900000,-19.977129,11.653325
29.900000,-18.766394,11.653325
29.900000,-17.555658,11.653325
29.900000,-16.344923,11.653325
29.900000,-15.134188,11.653325
29.900000,-13.923453,11.653325
29.900000,-12.712718,11.653325
29.900000,-11.501983,11.653325
29.900000,-10.291248,11.653325
29.900000,-9.080513,11.653325
29.900000,-7.869778,11.653325
29.900000,-6.659043,11.653325
29.900000,-5.448308,11.653325
29.900000,-4.237573,11.653325
29.900000,-3.026838,11.653325
29.900000,-1.816103,11.653325
29.900000,-0.605367,11.653325
29.900000,0.605367,11.653325
29.900000,1.816103,11.653325
29.900000,3.026838,11.653325
29.900000,4.237573,11.653325
29.900000,5.448308,11.653325
29.900000,6.659043,11.653325
29.900000,7.869778,11.653325
29.900000,9.080513,11.653325
29.900000,10.291248,11.653325
29.900000,11.501983,11.653325
29.900000,12.712718,11.653325
29.900000,13.923453,11.653325
29.900000,15.134188,11.653325
29.900000,16.344923,11.653325
29.900000,17.555658,11.653325
29.900000,18.766394,11.653325
29.900000,19.977129,11.653325
29.900000,21.187862,11.653325
29.900000,22.398598,11.653325
29.900000,23.609335,11.653325
29.900000,24.820068,11.653325
29.900000,26.030804,11.653325
29.900000,27.241539,11.653325
29.900000,28.452272,11.653325
29.900000,29.965693,11.653325
29.900000,-29.663010,12.258692
29.900000,-28.452272,12.258692
29.900000,-27.241539,12.258692
29.900000,-26.030804,12.258692
29.900000,-24.820068,12.258692
29.900000,-23.609335,12.258692
29.900000,-22.398598,12.258692
29.900000,-21.187862,12.258692
29.900000,-19.977129,12.258692
29.900000,-18.766394,12.258692
29.900000,-17.555658,12.258692
29.900000,-16.344923,12.258692
29.900000,-15.134188,12.258692
29.900000,-13.923453,12.258692
29.900000,-12.712718,12.258692
29.900000,-11.501983,12.258692
29.900000,-10.291248,12.258692
29.900000,-9.080513,12.258692
29.900000,-7.869778,12.258692
29.900000,-6.659043,12.258692
29.900000,-5.448308,12.258692
29.900000,-4.237573,12.258692
29.900000,-3.026838,12.258692
29.900000,-1.816103,12.258692
29.900000,-0.605367,12.258692
29.900000,0.605367,12.258692
29.900000,1.816103,12.258692
29.900000,3.026838,12.258692
29.900000,4.237573,12.258692
29.900000,5.448308,12.258692
29.900000,6.659043,12.258692
29.900000,7.869778,12.258692
29.900000,9.080513,12.258692
29.900000,10.291248,12.258692
29.900000,11.501983,12.258692
29.900000,12.712718,12.258692
29.900000,13.923453,12.258692
29.900000,15.134188,12.258692
29.900000,16.344923,12.258692
29.900000,17.555658,12.258692
29.900000,18.766394,12.258692
29.900000,19.977129,12.258692
29.900000,21.187862,12.258692
29.900000,22.398598,12.258692
29.900000,23.609335,12.258692
29.900000,24.820068,12.258692
29.900000,26.030804,12.258692
29.900000,27.241539,12.258692
29.900000,28.452272,12.258692
29.900000,29.965693,12.258692
29.900000,-29.663010,12.864060
29.900000,-28.452272,12.864060
29.900000,-27.241539,12.864060
29.900000,-26.030804,12.864060
29.900000,-24.820068,12.864060
29.900000,-23.609335,12.864060
29.900000,-22.398598,12.864060
29.900000,-21.187862,12.864060
29.900000,-19.977129,12.864060
29.900000,-18.766394,12.864060
29.900000,-17.555658,12.864060
29.900000,-16.344923,12.864060
29.900000,-15.134188,12.864060
29.900000,-13.923453,12.864060
29.900000,-12.712718,12.864060
29.900000,-11.501983,12.864060
29.900000,-10.291248,12.864060
29.900000,-9.080513,12.864060
29.900000,-7.869778,12.864060
29.900000,-6.659043,12.864060
29.900000,-5.448308,12.864060
29.900000,-4.237573,12.864060
29.900000,-3.026838,12.864060
29.900000,-1.816103,12.864060
29.900000,-0.605367,12.864060
29.900000,0.605367,12.864060
29.900000,1.816103,12.864060
29.900000,3.026838,12.864060
29.900000,4.237573,12.864060
29.900000,5.448308,12.864060
29.900000,6.659043,12.864060
29.900000,7.869778,12.864060
29.900000,9.080513,12.864060
29.900000,10.291248,12.864060
29.900000,11.501983,12.864060
29.900000,12.712718,12.864060
29.900000,13.923453,12.864060
29.900000,15.134188,12.864060
29.900000,16.344923,12.864060
29.900000,17.555658,12.864060
29.900000,18.766394,12.864060
29.900000,19.977129,12.864060
29.900000,21.187862,12.864060
29.900000,22.398598,12.864060
29.900000,23.609335,12.864060
29.900000,24.820068,12.864060
29.900000,26.030804,12.864060
29.900000,27.241539,12.864060
29.900000,28.452272,12.864060
29.900000,29.965693,12.864060
29.900000,-29.663010,13.469428
29.900000,-28.452272,13.469428
29.900000,-27.241539,13.469428
29.900000,-26.030804,13.469428
29.900000,-24.820068,13.469428
29.900000,-23.609335,13.469428
29.900000,-22.398598,13.469428
29.900000,-21.187862,13.469428
29.900000,-19.977129,13.469428
29.900000,-18.766394,13.469428
29.900000,-17.555658,13.469428
29.900000,-16.344923,13.469428
29.900000,-15.134188,13.469428
29.900000,-13.923453,13.469428
29.900000,-12.712718,13.469428
29.900000,-11.501983,13.469428
29.900000,-10.291248,13.469428
29.900000,-9.080513,13.469428
29.900000,-7.869778,13.469428
29.900000,-6.659043,13.469428
29.900000,-5.448308,13.469428
29.900000,-4.237573,13.469428
29.900000,-3.026838,13.469428
29.900000,-1.816103,13.469428
29.900000,-0.605367,13.469428
29.900000,0.605367,13.469428
29.900000,1.816103,13.469428
29.900000,3.026838,13.469428
29.900000,4.237573,13.469428
29.900000,5.448308,13.469428
29.900000,6.659043,13.469428
29.900000,7.869778,13.469428
29.900000,9.080513,13.469428
29.900000,10.291248,13.469428
29.900000,11.501983,13.469428
29.900000,12.712718,13.469428
29.900000,13.923453,13.469428
29.900000,15.134188,13.469428
29.900000,16.344923,13.469428
29.900000,17.555658,13.469428
29.900000,18.766394,13.469428
29.900000,19.977129,13.469428
29.900000,21.187862,13.469428
29.900000,22.398598,13.469428
29.900000,23.609335,13.469428
29.900000,24.820068,13.469428
29.900000,26.030804,13.469428
29.900000,27.241539,13.469428
29.900000,28.452272,13.469428
29.900000,29.965693,13.469428
29.900000,-29.663010,14.074795
29.900000,-28.452272,14.074795
29.900000,-27.241539,14.074795
29.900000,-26.030804,14.074795
29.900000,-24.820068,14.074795
29.900000,-23.609335,14.074795
29.900000,-22.398598,14.074795
29.900000,-21.187862,14.074795
29.900000,-19.977129,14.074795
29.900000,-18.766394,14.074795
29.900000,-17.555658,14.074795
29.900000,-16.344923,14.074795
29.900000,-15.134188,14.074795
29.900000,-13.923453,14.074795
29.900000,-12.712718,14.074795
29.900000,-11.501983,14.074795
29.900000,-10.291248,14.074795
29.900000,-9.080513,14.074795
29.900000,-7.869778,14.074795
29.900000,-6.659043,14.074795
29.900000,-5.448308,14.074795
29.900000,-4.237573,14.074795
29.900000,-3.026838,14.074795
29.900000,-1.816103,14.074795
29.900000,-0.605367,14.074795
29.900000,0.605367,14.074795
29.900000,1.816103,14.074795
29.900000,3.026838,14.074795
29.900000,4.237573,14.074795
29.900000,5.448308,14.074795
29.900000,6.659043,14.074795
29.900000,7.869778,14.074795
29.900000,9.080513,14.074795
29.900000,10.291248,14.074795
29.900000,11.501983,14.074795
29.900000,12.712718,14.074795
29.900000,13.923453,14.074795
29.900000,15.134188,14.074795
29.900000,16.344923,14.074795
29.900000,17.555658,14.074795
29.900000,18.766394,14.074795
29.900000,19.977129,14.074795
29.900000,21.187862,14.074795
29.900000,22.398598,14.074795
29.900000,23.609335,14.074795
29.900000,24.820068,14.074795
29.900000,26.030804,14.074795
29.900000,27.241539,14.074795
29.900000,28.452272,14.074795
29.900000,29.965693,14.074795
29.900000,-29.663010,14.680163
29.900000,-28.452272,14.680163
29.900000,-27.241539,14.680163
29.900000,-26.030804,14.680163
29.900000,-24.820068,14.680163
29.900000,-23.609335,14.680163
29.900000,-22.398598,14.680163
29.900000,-21.187862,14.680163
29.900000,-19.977129,14.680163
29.900000,-18.766394,14.680163
29.900000,-17.555658,14.680163
29.900000,-16.344923,14.680163
29.900000,-15.134188,14.680163
29.900000,-13.923453,14.680163
29.900000,-12.712718,14.680163
29.900000,-11.501983,14.680163
29.900000,-10.291248,14.680163
29.900000,-9.080513,14.680163
29.900000,-7.869778,14.680163
29.900000,-6.659043,14.680163
29.900000,-5.448308,14.680163
29.900000,-4.237573,14.680163
29.900000,-3.026838,14.680163
29.900000,-1.816103,14.680163
29.900000,-0.605367,14.680163
29.900000,0.605367,14.680163
29.900000,1.816103,14.680163
29.900000,3.026838,14.680163
29.900000,4.237573,14.680163
29.900000,5.448308,14.680163
29.900000,6.659043,14.680163
29.900000,7.869778,14.680163
29.900000,9.080513,14.680163
29.900000,10.291248,14.680163
29.900000,11.501983,14.680163
29.900000,12.712718,14.680163
29.900000,13.923453,14.680163
29.900000,15.134188,14.680163
29.900000,16.344923,14.680163
29.900000,17.555658,14.680163
29.900000,18.766394,14.680163
29.900000,19.977129,14.680163
29.900000,21.187862,14.680163
29.900000,22.398598,14.680163
29.900000,23.609335,14.680163
29.900000,24.820068,14.680163
29.900000,26.030804,14.680163
29.900000,27.241539,14.680163
29.900000,28.452272,14.680163
29.900000,29.965693,14.680163
29.900000,-29.663010,15.285530
29.900000,-28.452272,15.285530
29.900000,-27.241539,15.285530
29.900000,-26.030804,15.285530
29.900000,-24.820068,15.285530
29.900000,-23.609335,15.285530
29.900000,-22.398598,15.285530
29.900000,-21.187862,15.285530
29.900000,-19.977129,15.285530
29.900000,-18.766394,15.285530
29.900000,-17.555658,15.285530
29.900000,-16.344923,15.285530
29.900000,-15.134188,15.285530
29.900000,-13.923453,15.285530
29.900000,-12.712718,15.285530
29.900000,-11.501983,15.285530
29.900000,-10.291248,15.285530
29.900000,-9.080513,15.285530
29.900000,-7.869778,15.285530
29.900000,-6.659043,15.285530
29.900000,-5.448308,15.285530
29.900000,-4.237573,15.285530
29.900000,-3.026838,15.285530
29.900000,-1.816103,15.285530
29.900000,-0.605367,15.285530
29.900000,0.605367,15.285530
29.900000,1.816103,15.285530
29.900000,3.026838,15.285530
29.900000,4.237573,15.285530
29.900000,5.448308,15.285530
29.900000,6.659043,15.285530
29.900000,7.869778,15.285530
29.900000,9.080513,15.285530
29.900000,10.291248,15.285530
29.900000,11.501983,15.285530
29.900000,12.712718,15.285530
29.900000,13.923453,15.285530
29.900000,15.134188,15.285530
29.900000,16.344923,15.285530
29.900000,17.555658,15.285530
29.900000,18.766394,15.285530
29.900000,19.977129,15.285530
29.900000,21.187862,15.285530
29.900000,22.398598,15.285530
29.900000,23.609335,15.285530
29.900000,24.820068,15.285530
29.900000,26.030804,15.285530
29.900000,27.241539,15.285530
29.900000,28.452272,15.285530
29.900000,29.965693,15.285530
29.900000,-29.663010,15.890898
29.900000,-28.452272,15.890898
29.900000,-27.241539,15.890898
29.900000,-26.030804,15.890898
29.900000,-24.820068,15.890898
29.900000,-23.609335,15.890898
29.900000,-22.398598,15.890898
29.900000,-21.187862,15.890898
29.900000,-19.977129,15.890898
29.900000,-18.766394,15.890898
29.900000,-17.555658,15.890898
29.900000,-16.344923,15.890898
29.900000,-15.134188,15.890898
29.900000,-13.923453,15.890898
29.900000,-12.712718,15.890898
29.900000,-11.501983,15.890898
29.900000,-10.291248,15.890898
29.900000,-9.080513,15.890898
29.900000,-7.869778,15.890898
29.900000,-6.659043,15.890898
29.900000,-5.448308,15.890898
29.900000,-4.237573,15.890898
29.900000,-3.026838,15.890898
29.900000,-1.816103,15.890898
29.900000,-0.605367,15.890898
29.900000,0.605367,15.890898
29.900000,1.816103,15.890898
29.900000,3.026838,15.890898
29.900000,4.237573,15.890898
29.900000,5.448308,15.890898
29.900000,6.659043,15.890898
29.900000,7.869778,15.890898
29.900000,9.080513,15.890898
29.900000,10.291248,15.890898
29.900000,11.501983,15.890898
29.900000,12.712718,15.890898
29.900000,13.923453,15.890898
29.900000,15.134188,15.890898
29.900000,16.344923,15.890898
29.900000,17.555658,15.890898
29.900000,18.766394,15.890898
29.900000,19.977129,15.890898
29.900000,21.187862,15.890898
29.900000,22.398598,15.890898
29.900000,23.609335,15.890898
29.900000,24.820068,15.890898
29.900000,26.030804,15.890898
29.900000,27.241539,15.890898
29.900000,28.452272,15.890898
29.900000,29.965693,15.890898
29.900000,-29.663010,16.496264
29.900000,-28.452272,16.496264
29.900000,-27.241539,16.496264
29.900000,-26.030804,16.496264
29.900000,-24.820068,16.496264
29.900000,-23.609335,16.496264
29.900000,-22.398598,16.496264
29.900000,-21.187862,16.496264
29.900000,-19.977129,16.496264
29.900000,-18.766394,16.496264
29.900000,-17.555658,16.496264
29.900000,-16.344923,16.496264
29.900000,-15.134188,16.496264
29.900000,-13.923453,16.496264
29.900000,-12.712718,16.496264
29.900000,-11.501983,16.496264
29.900000,-10.291248,16.496264
29.900000,-9.080513,16.496264
29.900000,-7.869778,16.496264
29.900000,-6.659043,16.496264
29.900000,-5.448308,16.496264
29.900000,-4.237573,16.496264
29.900000,-3.026838,16.496264
29.900000,-1.816103,16.496264
29.900000,-0.605367,16.496264
29.900000,0.605367,16.496264
29.900000,1.816103,16.496264
29.900000,3.026838,16.496264
29.900000,4.237573,16.496264
29.900000,5.448308,16.496264
29.900000,6.659043,16.496264
29.900000,7.869778,16.496264
29.900000,9.080513,16.496264
29.900000,10.291248,16.496264
29.900000,11.501983,16.496264
29.900000,12.712718,16.496264
29.900000,13.923453,16.496264
29.900000,15.134188,16.496264
29.900000,16.344923,16.496264
29.900000,17.555658,16.496264
29.900000,18.766394,16.496264
29.900000,19.977129,16.496264
29.900000,21.187862,16.496264
29.900000,22.398598,16.496264
29.900000,23.609335,16.496264
29.900000,24.820068,16.496264
29.900000,26.030804,16.496264
29.900000,27.241539,16.496264
29.900000,28.452272,16.496264
29.900000,29.965693,16.496264
29.900000,-29.663010,17.101633
29.900000,-28.452272,17.101633
29.900000,-27.241539,17.101633
29.900000,-26.030804,17.101633
29.900000,-24.820068,17.101633
29.900000,-23.609335,17.101633
29.900000,-22.398598,17.101633
29.900000,-21.187862,17.101633
29.900000,-19.977129,17.101633
29.900000,-18.766394,17.101633
29.900000,-17.555658,17.101633
29.900000,-16.344923,17.101633
29.900000,-15.134188,17.101633
29.900000,-13.923453,17.101633
29.900000,-12.712718,17.101633
29.900000,-11.501983,17.101633
29.900000,-10.291248,17.101633
29.900000,-9.080513,17.101633
29.900000,-7.869778,17.101633
29.900000,-6.659043,17.101633
29.900000,-5.448308,17.101633
29.900000,-4.237573,17.101633
29.900000,-3.026838,17.101633
29.900000,-1.816103,17.101633
29.900000,-0.605367,17.101633
29.900000,0.605367,17.101633
29.900000,1.816103,17.101633
29.900000,3.026838,17.101633
29.900000,4.237573,17.101633
29.900000,5.448308,17.101633
29.900000,6.659043,17.101633
29.900000,7.869778,17.101633
29.900000,9.080513,17.101633
29.900000,10.291248,17.101633
29.900000,11.501983,17.101633
29.900000,12.712718,17.101633
29.900000,13.923453,17.101633
29.900000,15.134188,17.101633
29.900000,16.344923,17.101633
29.900000,17.555658,17.101633
29.900000,18.766394,17.101633
29.900000,19.977129,17.101633
29.900000,21.187862,17.101633
29.900000,22.398598,17.101633
29.900000,23.609335,17.101633
29.900000,24.820068,17.101633
29.900000,26.030804,17.101633
29.900000,27.241539,17.101633
29.900000,28.452272,17.101633
29.900000,29.965693,17.101633
29.900000,-29.663010,17.707001
29.900000,-28.452272,17.707001
29.900000,-27.241539,17.707001
29.900000,-26.030804,17.707001
29.900000,-24.820068,17.707001
29.900000,-23.609335,17.707001
29.900000,-22.398598,17.707001
29.900000,-21.187862,17.707001
29.900000,-19.977129,17.707001
29.900000,-18.766394,17.707001
29.900000,-17.555658,17.707001
29.900000,-16.344923,17.707001
29.900000,-15.134188,17.707001
29.900000,-13.923453,17.707001
29.900000,-12.712718,17.707001
29.900000,-11.501983,17.707001
29.900000,-10.291248,17.707001
29.900000,-9.080513,17.707001
29.900000,-7.869778,17.707001
29.900000,-6.659043,17.707001
29.900000,-5.448308,17.707001
29.900000,-4.237573,17.707001
29.900000,-3.026838,17.707001
29.900000,-1.816103,17.707001
29.900000,-0.605367,17.707001
29.900000,0.605367,17.707001
29.900000,1.816103,17.707001
29.900000,3.026838,17.707001
29.900000,4.237573,17.707001
29.900000,5.448308,17.707001
29.900000,6.659043,17.707001
29.900000,7.869778,17.707001
29.900000,9.080513,17.707001
29.900000,10.291248,17.707001
29.900000,11.501983,17.707001
29.900000,12.712718,17.707001
29.900000,13.923453,17.707001
29.900000,15.134188,17.707001
29.900000,16.344923,17.707001
29.900000,17.555658,17.707001
29.900000,18.766394,17.707001
29.900000,19.977129,17.707001
29.900000,21.187862,17.707001
29.900000,22.398598,17.707001
29.900000,23.609335,17.707001
29.900000,24.820068,17.707001
29.900000,26.030804,17.707001
29.900000,27.241539,17.707001
29.900000,28.452272,17.707001
29.900000,29.965693,17.707001
29.900000,-29.663010,18.312366
29.900000,-28.452272,18.312366
29.900000,-27.241539,18.312366
29.900000,-26.030804,18.312366
29.900000,-24.820068,18.312366
29.900000,-23.609335,18.312366
29.900000,-22.398598,18.312366
29.900000,-21.187862,18.312366
29.900000,-19.977129,18.312366
29.900000,-18.766394,18.312366
29.900000,-17.555658,18.312366
29.900000,-16.344923,18.312366
29.900000,-15.134188,18.312366
29.900000,-13.923453,18.312366
29.900000,-12.712718,18.312366
29.900000,-11.501983,18.312366
29.900000,-10.291248,18.312366
29.900000,-9.080513,18.312366
29.900000,-7.869778,18.312366
29.900000,-6.659043,18.312366
29.900000,-5.448308,18.312366
29.900000,-4.237573,18.312366
29.900000,-3.026838,18.312366
29.900000,-1.816103,18.312366
29.900000,-0.605367,18.312366
29.900000,0.605367,18.312366
29.900000,1.816103,18.312366
29.900000,3.026838,18.312366
29.900000,4.237573,18.312366
29.900000,5.448308,18.312366
29.900000,6.659043,18.312366
29.900000,7.869778,18.312366
29.900000,9.080513,18.312366
29.900000,10.291248,18.312366
29.900000,11.501983,18.312366
29.900000,12.712718,18.312366
29.900000,13.923453,18.312366
29.900000,15.134188,18.312366
29.900000,16.344923,18.312366
29.900000,17.555658,18.312366
29.900000,18.766394,18.312366
29.900000,19.977129,18.312366
29.900000,21.187862,18.312366
29.900000,22.398598,18.312366
29.900000,23.609335,18.312366
29.900000,24.820068,18.312366
29.900000,26.030804,18.312366
29.900000,27.241539,18.312366
29.900000,28.452272,18.312366
29.900000,29.965693,18.312366
29.900000,-29.663010,18.917736
29.900000,-28.452272,18.917736
29.900000,-27.241539,18.917736
29.900000,-26.030804,18.917736
29.900000,-24.820068,18.917736
29.900000,-23.609335,18.917736
29.900000,-22.398598,18.917736
29.900000,-21.187862,18.917736
29.900000,-19.977129,18.917736
29.900000,-18.766394,18.917736
29.900000,-17.555658,18.917736
29.900000,-16.344923,18.917736
29.900000,-15.134188,18.917736
29.900000,-13.923453,18.917736
29.900000,-12.712718,18.917736
29.900000,-11.501983,18.917736
29.900000,-10.291248,18.917736
29.900000,-9.080513,18.917736
29.900000,-7.869778,18.917736
29.900000,-6.659043,18.917736
29.900000,-5.448308,18.917736
29.900000,-4.237573,18.917736
29.900000,-3.026838,18.917736
29.900000,-1.816103,18.917736
29.900000,-0.605367,18.917736
29.900000,0.605367,18.917736
29.900000,1.816103,18.917736
29.900000,3.026838,18.917736
29.900000,4.237573,18.917736
29.900000,5.448308,18.917736
29.900000,6.659043,18.917736
29.900000,7.869778,18.917736
29.900000,9.080513,18.917736
29.900000,10.291248,18.917736
29.900000,11.501983,18.917736
29.900000,12.712718,18.917736
29.900000,13.923453,18.917736
29.900000,15.134188,18.917736
29.900000,16.344923,18.917736
29.900000,17.555658,18.917736
29.900000,18.766394,18.917736
29.900000,19.977129,18.917736
29.900000,21.187862,18.917736
29.900000,22.398598,18.917736
29.900000,23.609335,18.917736
29.900000,24.820068,18.917736
29.900000,26.030804,18.917736
29.900000,27.241539,18.917736
29.900000,28.452272,18.917736
29.900000,29.965693,18.917736
29.900000,-29.663010,19.523104
29.900000,-28.452272,19.523104
29.900000,-27.241539,19.523104
29.900000,-26.030804,19.523104
29.900000,-24.820068,19.523104
29.900000,-23.609335,19.523104
29.900000,-22.398598,19.523104
29.900000,-21.187862,19.523104
29.900000,-19.977129,19.523104
29.900000,-18.766394,19.523104
29.900000,-17.555658,19.523104
29.900000,-16.344923,19.523104
29.900000,-15.134188,19.523104
29.900000,-13.923453,19.523104
29.900000,-12.712718,19.523104
29.900000,-11.501983,19.523104
29.900000,-10.291248,19.523104
29.900000,-9.080513,19.523104
29.900000,-7.869778,19.523104
29.900000,-6.659043,19.523104
29.900000,-5.448308,19.523104
29.900000,-4.237573,19.523104
29.900000,-3.026838,19.523104
29.900000,-1.816103,19.523104
29.900000,-0.605367,19.523104
29.900000,0.605367,19.523104
29.900000,1.816103,19.523104
29.900000,3.026838,19.523104
29.900000,4.237573,19.523104
29.900000,5.448308,19.523104
29.900000,6.659043,19.523104
29.900000,7.869778,19.523104
29.900000,9.080513,19.523104
29.900000,10.291248,19.523104
29.900000,11.501983,19.523104
29.900000,12.712718,19.523104
29.900000,13.923453,19.523104
29.900000,15.134188,19.523104
29.900000,16.344923,19.523104
29.900000,17.555658,19.523104
29.900000,18.766394,19.523104
29.900000,19.977129,19.523104
29.900000,21.187862,19.523104
29.900000,22.398598,19.523104
29.900000,23.609335,19.523104
29.900000,24.820068,19.523104
29.900000,26.030804,19.523104
29.900000,27.241539,19.523104
29.900000,28.452272,19.523104
29.900000,29.965693,19.523104
29.900000,-29.663010,20.128469
29.900000,-28.452272,20.128469
29.900000,-27.241539,20.128469
29.900000,-26.030804,20.128469
29.900000,-24.820068,20.128469
29.900000,-23.609335,20.128469
29.900000,-22.398598,20.128469
29.900000,-21.187862,20.128469
29.900000,-19.977129,20.128469
29.900000,-18.766394,20.128469
29.900000,-17.555658,20.128469
29.900000,-16.344923,20.128469
29.900000,-15.134188,20.128469
29.900000,-13.923453,20.128469
29.900000,-12.712718,20.128469
29.900000,-11.501983,20.128469
29.900000,-10.291248,20.128469
29.900000,-9.080513,20.128469
29.900000,-7.869778,20.128469
29.900000,-6.659043,20.128469
29.900000,-5.448308,20.128469
29.900000,-4.237573,20.128469
29.900000,-3.026838,20.128469
29.900000,-1.816103,20.128469
29.900000,-0.605367,20.128469
